#t                         ExternalField.h_x         ExternalField.h_y         ExternalField.h_z         m_x                       m_y                       m_z                   
+1.253999999999981e-08    +0.000000000000000e+00    +1.247376866518364e+06    +0.000000000000000e+00    +4.275023740247941e-02    -3.787344349254069e-02    +1.249653138633309e-01
+1.254999999999981e-08    +0.000000000000000e+00    +1.248371584912717e+06    +0.000000000000000e+00    +4.343169475788624e-02    -3.757385275124225e-02    +1.249747280741162e-01
+1.255999999999981e-08    +0.000000000000000e+00    +1.249366303307069e+06    +0.000000000000000e+00    +4.413595797423542e-02    -3.726410505172413e-02    +1.249813548506604e-01
+1.256999999999981e-08    +0.000000000000000e+00    +1.250361021701422e+06    +0.000000000000000e+00    +4.486498652272175e-02    -3.694329474102864e-02    +1.249848692736372e-01
+1.257999999999981e-08    +0.000000000000000e+00    +1.251355740095775e+06    +0.000000000000000e+00    +4.562100881095736e-02    -3.661039576294627e-02    +1.249848932536038e-01
+1.258999999999981e-08    +0.000000000000000e+00    +1.252350458490128e+06    +0.000000000000000e+00    +4.640657203957019e-02    -3.626422952060721e-02    +1.249809833814754e-01
+1.259999999999981e-08    +0.000000000000000e+00    +1.253345176884480e+06    +0.000000000000000e+00    +4.722460649515260e-02    -3.590343980188439e-02    +1.249726166784507e-01
+1.260999999999981e-08    +0.000000000000000e+00    +1.254339895278833e+06    +0.000000000000000e+00    +4.807850284642447e-02    -3.552645485613555e-02    +1.249591714656668e-01
+1.261999999999981e-08    +0.000000000000000e+00    +1.255334613673186e+06    +0.000000000000000e+00    +4.897221302134873e-02    -3.513143100767156e-02    +1.249399022869744e-01
+1.262999999999981e-08    +0.000000000000000e+00    +1.256329332067539e+06    +0.000000000000000e+00    +4.991037761640106e-02    -3.471619552163731e-02    +1.249139074827511e-01
+1.263999999999981e-08    +0.000000000000000e+00    +1.257324050461892e+06    +0.000000000000000e+00    +5.089848985359290e-02    -3.427816814195507e-02    +1.248800849118285e-01
+1.264999999999981e-08    +0.000000000000000e+00    +1.258318768856244e+06    +0.000000000000000e+00    +5.194311251588309e-02    -3.381425050812482e-02    +1.248370733605575e-01
+1.265999999999981e-08    +0.000000000000000e+00    +1.259313487250597e+06    +0.000000000000000e+00    +5.305216323423063e-02    -3.332069501827973e-02    +1.247831701538862e-01
+1.266999999999981e-08    +0.000000000000000e+00    +1.260308205644950e+06    +0.000000000000000e+00    +5.423530021229108e-02    -3.279289308835674e-02    +1.247162182412498e-01
+1.267999999999981e-08    +0.000000000000000e+00    +1.261302924039303e+06    +0.000000000000000e+00    +5.550444809141857e-02    -3.222513018191200e-02    +1.246334424593467e-01
+1.268999999999981e-08    +0.000000000000000e+00    +1.262297642433655e+06    +0.000000000000000e+00    +5.687453172108246e-02    -3.161019969746035e-02    +1.245312134765376e-01
+1.269999999999981e-08    +0.000000000000000e+00    +1.263292360828008e+06    +0.000000000000000e+00    +5.836451895679989e-02    -3.093887443344268e-02    +1.244046925504348e-01
+1.270999999999981e-08    +0.000000000000000e+00    +1.264287079222361e+06    +0.000000000000000e+00    +5.999893551662729e-02    -3.019910885393860e-02    +1.242472905964926e-01
+1.271999999999981e-08    +0.000000000000000e+00    +1.265281797616713e+06    +0.000000000000000e+00    +6.181012486366359e-02    -2.937485332106280e-02    +1.240498107421744e-01
+1.272999999999981e-08    +0.000000000000000e+00    +1.266276516011066e+06    +0.000000000000000e+00    +6.384171864594668e-02    -2.844419326416809e-02    +1.237990452613776e-01
+1.273999999999981e-08    +0.000000000000000e+00    +1.267271234405419e+06    +0.000000000000000e+00    +6.615414796856481e-02    -2.737630141547997e-02    +1.234753816056637e-01
+1.274999999999981e-08    +0.000000000000000e+00    +1.268265952799771e+06    +0.000000000000000e+00    +6.883375087838642e-02    -2.612632314248480e-02    +1.230485197518221e-01
+1.275999999999981e-08    +0.000000000000000e+00    +1.269260671194125e+06    +0.000000000000000e+00    +7.200851500629166e-02    -2.462620403168590e-02    +1.224693497987457e-01
+1.276999999999981e-08    +0.000000000000000e+00    +1.270255389588478e+06    +0.000000000000000e+00    +7.587686154602749e-02    -2.276719111724689e-02    +1.216534293665527e-01
+1.277999999999981e-08    +0.000000000000000e+00    +1.271250107982830e+06    +0.000000000000000e+00    +8.076381575469491e-02    -2.036375700937088e-02    +1.204443084842423e-01
+1.278999999999981e-08    +0.000000000000000e+00    +1.272244826377183e+06    +0.000000000000000e+00    +8.723974781975977e-02    -1.707090235311491e-02    +1.185224444196101e-01
+1.279999999999981e-08    +0.000000000000000e+00    +1.273239544771536e+06    +0.000000000000000e+00    +9.639597723314079e-02    -1.216688351049810e-02    +1.151427400232518e-01
+1.280999999999981e-08    +0.000000000000000e+00    +1.274234263165888e+06    +0.000000000000000e+00    +1.105444444344911e-01    -3.862701892457204e-03    +1.082060776100557e-01
+1.281999999999981e-08    +0.000000000000000e+00    +1.275228981560241e+06    +0.000000000000000e+00    +1.348140433851632e-01    +1.355564755803746e-02    +8.989144626330328e-02
+1.282999999999981e-08    +0.000000000000000e+00    +1.276223699954594e+06    +0.000000000000000e+00    +1.682320874054005e-01    +6.394506319407252e-02    +2.165469433077450e-02
+1.283999999999981e-08    +0.000000000000000e+00    +1.277218418348946e+06    +0.000000000000000e+00    +8.228727534066949e-02    +1.762366182597512e-01    -1.174413391790706e-01
+1.284999999999981e-08    +0.000000000000000e+00    +1.278213136743299e+06    +0.000000000000000e+00    -8.906095549952667e-02    +2.885673830096754e-01    -9.051630638325679e-02
+1.285999999999981e-08    +0.000000000000000e+00    +1.279207855137652e+06    +0.000000000000000e+00    -1.014439482456230e-01    +3.991540057961886e-01    +7.226829472751185e-02
+1.286999999999981e-08    +0.000000000000000e+00    +1.280202573532004e+06    +0.000000000000000e+00    +5.493270325407855e-02    +5.097068522282677e-01    +1.105195178974176e-01
+1.287999999999981e-08    +0.000000000000000e+00    +1.281197291926358e+06    +0.000000000000000e+00    +1.174185663161488e-01    +6.203255704561279e-01    -3.718945293913765e-02
+1.288999999999981e-08    +0.000000000000000e+00    +1.282192010320710e+06    +0.000000000000000e+00    -1.912710137698261e-02    +7.317620748042606e-01    -1.215203815691406e-01
+1.289999999999981e-08    +0.000000000000000e+00    +1.283186728715063e+06    +0.000000000000000e+00    -1.203002609042746e-01    +8.521872204787249e-01    +7.804019008803497e-03
+1.290999999999981e-08    +0.000000000000000e+00    +1.284181447109416e+06    +0.000000000000000e+00    +2.766929434626862e-02    +9.964729029933969e-01    +1.558932283593812e-02
+1.291999999999981e-08    +0.000000000000000e+00    +1.285176165503769e+06    +0.000000000000000e+00    -8.559657393204953e-04    +9.999795121304832e-01    -2.130268696621421e-05
+1.292999999999981e-08    +0.000000000000000e+00    +1.286170883898121e+06    +0.000000000000000e+00    +1.994562622191951e-05    +9.999812533376493e-01    -1.023201701574785e-05
+1.293999999999981e-08    +0.000000000000000e+00    +1.287165602292474e+06    +0.000000000000000e+00    -3.218422317025733e-07    +9.999812340090950e-01    +4.850203269228810e-07
+1.294999999999980e-08    +0.000000000000000e+00    +1.288160320686827e+06    +0.000000000000000e+00    -2.098628710677677e-09    +9.999812158839273e-01    -1.394901239659798e-08
+1.295999999999980e-08    +0.000000000000000e+00    +1.289155039081179e+06    +0.000000000000000e+00    -2.596336976682702e-10    +9.999811996090617e-01    +5.481817230593874e-10
+1.296999999999980e-08    +0.000000000000000e+00    +1.290149757475532e+06    +0.000000000000000e+00    -2.268351934879064e-09    +9.999811851830659e-01    -1.234767776561171e-09
+1.297999999999980e-08    +0.000000000000000e+00    +1.291144475869885e+06    +0.000000000000000e+00    -1.453435956481898e-09    +9.999811689021870e-01    -1.839184850584551e-09
+1.298999999999980e-08    +0.000000000000000e+00    +1.292139194264237e+06    +0.000000000000000e+00    +9.673890341596247e-10    +9.999811531389508e-01    -7.011518067092123e-09
+1.299999999999980e-08    +0.000000000000000e+00    +1.293133912658591e+06    +0.000000000000000e+00    +1.436371439087066e-09    +9.999811348823057e-01    -2.317614827186849e-09
+1.300999999999980e-08    +0.000000000000000e+00    +1.294128631052943e+06    +0.000000000000000e+00    +2.457589001913780e-09    +9.999811200982041e-01    -1.200381668765960e-09
+1.301999999999980e-08    +0.000000000000000e+00    +1.295123349447296e+06    +0.000000000000000e+00    -1.483462245289938e-09    +9.999811060821978e-01    -1.146440909682135e-09
+1.302999999999980e-08    +0.000000000000000e+00    +1.296118067841649e+06    +0.000000000000000e+00    -8.211082065985613e-10    +9.999810884854444e-01    -1.163693616129918e-09
+1.303999999999980e-08    +0.000000000000000e+00    +1.297112786236002e+06    +0.000000000000000e+00    +8.291458334859519e-10    +9.999810734212785e-01    -4.507926430665850e-09
+1.304999999999980e-08    +0.000000000000000e+00    +1.298107504630354e+06    +0.000000000000000e+00    +1.526783786092460e-09    +9.999810559131834e-01    -2.163658709784986e-09
+1.305999999999980e-08    +0.000000000000000e+00    +1.299102223024707e+06    +0.000000000000000e+00    +2.589467067588187e-09    +9.999810394738369e-01    -1.357829502603843e-09
+1.306999999999980e-08    +0.000000000000000e+00    +1.300096941419060e+06    +0.000000000000000e+00    +2.902042687386361e-09    +9.999810250971175e-01    +1.761887746221852e-10
+1.307999999999980e-08    +0.000000000000000e+00    +1.301091659813413e+06    +0.000000000000000e+00    +1.105230899985261e-09    +9.999810066803280e-01    +2.519873332233574e-10
+1.308999999999980e-08    +0.000000000000000e+00    +1.302086378207766e+06    +0.000000000000000e+00    +3.854374638583347e-09    +9.999809884992608e-01    +6.911421873303376e-09
+1.309999999999980e-08    +0.000000000000000e+00    +1.303081096602118e+06    +0.000000000000000e+00    +4.037719646748790e-10    +9.999809705241486e-01    +2.358994984685628e-09
+1.310999999999980e-08    +0.000000000000000e+00    +1.304075814996471e+06    +0.000000000000000e+00    -3.325909090698891e-09    +9.999809552145443e-01    +4.453790944212149e-09
+1.311999999999980e-08    +0.000000000000000e+00    +1.305070533390824e+06    +0.000000000000000e+00    -1.971858999471609e-09    +9.999809374525714e-01    +1.535599829697202e-09
+1.312999999999980e-08    +0.000000000000000e+00    +1.306065251785176e+06    +0.000000000000000e+00    -4.043732357186671e-09    +9.999809213876117e-01    +1.228334976190214e-09
+1.313999999999980e-08    +0.000000000000000e+00    +1.307059970179529e+06    +0.000000000000000e+00    -3.728949896721508e-10    +9.999809040216119e-01    +1.519203002636520e-10
+1.314999999999980e-08    +0.000000000000000e+00    +1.308054688573882e+06    +0.000000000000000e+00    -1.277474021518244e-09    +9.999808836485948e-01    -5.728493125518555e-10
+1.315999999999980e-08    +0.000000000000000e+00    +1.309049406968235e+06    +0.000000000000000e+00    -1.500562564013079e-09    +9.999808649327772e-01    -2.121511409618471e-09
+1.316999999999980e-08    +0.000000000000000e+00    +1.310044125362587e+06    +0.000000000000000e+00    +3.652457351321449e-11    +9.999808508408744e-01    -6.087041086977456e-10
+1.317999999999980e-08    +0.000000000000000e+00    +1.311038843756940e+06    +0.000000000000000e+00    +1.781628222548546e-10    +9.999808366145484e-01    +2.866117210227818e-09
+1.318999999999980e-08    +0.000000000000000e+00    +1.312033562151293e+06    +0.000000000000000e+00    -3.234623183429355e-09    +9.999808198595634e-01    +3.711394869453040e-09
+1.319999999999980e-08    +0.000000000000000e+00    +1.313028280545646e+06    +0.000000000000000e+00    -3.968055540684442e-09    +9.999808034163582e-01    +2.457647794798472e-09
+1.320999999999980e-08    +0.000000000000000e+00    +1.314022998939998e+06    +0.000000000000000e+00    -3.590753199083145e-09    +9.999807879358164e-01    +1.132932608198027e-09
+1.321999999999980e-08    +0.000000000000000e+00    +1.315017717334351e+06    +0.000000000000000e+00    -1.812494120196509e-09    +9.999807710414416e-01    +1.286766139193230e-10
+1.322999999999980e-08    +0.000000000000000e+00    +1.316012435728704e+06    +0.000000000000000e+00    -3.097805423910831e-09    +9.999807548145515e-01    -1.894194526236099e-09
+1.323999999999980e-08    +0.000000000000000e+00    +1.317007154123057e+06    +0.000000000000000e+00    -1.535214062318927e-09    +9.999807375571329e-01    -1.987579587953930e-09
+1.324999999999980e-08    +0.000000000000000e+00    +1.318001872517410e+06    +0.000000000000000e+00    -4.928585150759669e-10    +9.999807222807640e-01    -4.238751538808544e-09
+1.325999999999980e-08    +0.000000000000000e+00    +1.318996590911762e+06    +0.000000000000000e+00    +2.770086495095407e-09    +9.999807051393095e-01    -4.081485518061738e-09
+1.326999999999980e-08    +0.000000000000000e+00    +1.319991309306115e+06    +0.000000000000000e+00    +1.111966160348720e-09    +9.999806884592687e-01    -1.217710924200805e-09
+1.327999999999980e-08    +0.000000000000000e+00    +1.320986027700468e+06    +0.000000000000000e+00    +1.928095208260552e-09    +9.999806692399134e-01    -7.516313876732275e-10
+1.328999999999980e-08    +0.000000000000000e+00    +1.321980746094821e+06    +0.000000000000000e+00    +1.420243633332309e-09    +9.999806559812058e-01    +5.516283461959834e-10
+1.329999999999980e-08    +0.000000000000000e+00    +1.322975464489173e+06    +0.000000000000000e+00    +1.816824360057134e-09    +9.999806396203731e-01    +3.422756260110991e-09
+1.330999999999980e-08    +0.000000000000000e+00    +1.323970182883526e+06    +0.000000000000000e+00    +1.513992237100366e-09    +9.999806228168013e-01    -5.044566865848641e-09
+1.331999999999980e-08    +0.000000000000000e+00    +1.324964901277879e+06    +0.000000000000000e+00    +3.352960264860510e-10    +9.999805991123791e-01    -1.334091631712207e-09
+1.332999999999980e-08    +0.000000000000000e+00    +1.325959619672231e+06    +0.000000000000000e+00    +1.782145319983377e-09    +9.999805815438456e-01    -1.982334078835344e-09
+1.333999999999980e-08    +0.000000000000000e+00    +1.326954338066584e+06    +0.000000000000000e+00    +3.484193072904330e-09    +9.999805669109569e-01    -1.143189002924611e-09
+1.334999999999980e-08    +0.000000000000000e+00    +1.327949056460937e+06    +0.000000000000000e+00    +5.089327636063780e-09    +9.999805509487368e-01    +2.437806310927516e-09
+1.335999999999980e-08    +0.000000000000000e+00    +1.328943774855290e+06    +0.000000000000000e+00    +1.658359082070765e-09    +9.999805322721764e-01    +1.027059970100150e-09
+1.336999999999979e-08    +0.000000000000000e+00    +1.329938493249642e+06    +0.000000000000000e+00    +1.597464481150739e-09    +9.999805165049797e-01    +2.744270739526725e-09
+1.337999999999979e-08    +0.000000000000000e+00    +1.330933211643995e+06    +0.000000000000000e+00    +4.733405075091833e-10    +9.999805013144023e-01    -8.535616323263693e-10
+1.338999999999979e-08    +0.000000000000000e+00    +1.331927930038348e+06    +0.000000000000000e+00    +1.749813909607235e-09    +9.999804860928935e-01    -4.619313949379297e-10
